customer_code,customer_name,address,province_name_extract,province_id,province_name
KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,"phố Tràng Thi, phường Hàng Trống, Quận Hoàn Kiếm, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00158,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,"Xã Hồng An, Huyện Hưng Hà, Thái Bình",Thái Bình,53,Thái Bình
KH-00159,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,"Đường N5, Khu công nghiệp Sóng Thần 3, Phường Phú Tân, Thành phố Thủ Dầu Một, Bình Dương",Bình Dương,9,Bình Dương
KH-00160,CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC,"số 167 phố Trung Kính, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Hà Nội,1,Hà Nội
KH-00161,CÔNG TY TNHH THIÊN AN,phố Nguyễn Văn Ngọc - Phường Cống Vị - Quận Ba Đình - Hà Nội,Hà Nội,1,Hà Nội
KH-00162,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,"No12, liền kề 519, khu DV 27,28, Phường Dương Nội, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",Hà Nội,1,Hà Nội
KH-00163,HỘ KINH DOANH XUÂN MAI,"Bà Triệu, Phường Hàng Bài, Quận Hoàn Kiếm, Hà Nội",Hà Nội,1,Hà Nội
KH-00164,HỘ KINH DOANH XÂY DỰNG,Thân Nhân Trung - TT Bích Động - Việt Yên - Bắc Giang,Bắc Giang,5,Bắc Giang
KH-00165,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,"Dốc Tràng Than, TT. Thắng, H. Hiệp Hòa, Bắc Giang",Bắc Giang,5,Bắc Giang
KH-00166,HỘ KINH DOANH QUANG VINH,Tổ 1 - Phường Mường Thanh - TP Điện Biên Phủ,Điện Biên,19,Điện Biên
KH-00167,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,"A1 tập thể D8 đường Ngọc Hồi, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",Hà Nội,1,Hà Nội
KH-00168,DOANH NGHIỆP TW ĐẠI LỢI,"Liền Kề 373, NO11, khu Cổng Đồng, tổ dân phố số 4, đường Tố Hữu, Phường La Khê, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",Hà Nội,1,Hà Nội
KH-00169,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,"phố Yên Thổ, Thị trấn Yên Thịnh, Huyện Yên Mô, Ninh Bình",Ninh Bình,41,Ninh Bình
KH-00170,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,"xanh, Xã Khánh Thiện, Huyện Yên Khánh, Tỉnh Ninh Bình, Việt Nam",Ninh Bình,41,Ninh Bình
KH-00171,CÔNG TY CỔ PHẦN QUANG VINH,"Tôn Đức Thắng, P Hàng Bột, quận Đống Đa, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00172,CỬA HÀNG XE ĐẠP XÂY DỰNG,Đường Trang Quan - Xã An Đồng - Huyện An Dương - Hải Phòng.,Hải Phòng,27,Hải Phòng
KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,"Phố Kim mã, Phường Kim mã, Quận Ba Đình, Thành phố Hà Nội, Việt Nam",Hà Nội,1,Hà Nội
KH-00174,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,"Tôn Đức Thắng, Phường Hoà Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đà Nẵng,16,Đà Nẵng
KH-00175,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,"Ngách 8/11/36/144, Đường Lê Quang Đạo,Phường Phú Đô,Quận Nam Từ Liêm,Thành phố Hà Nội,Việt Nam",Hà Nội,1,Hà Nội
KH-00176,CÔNG TY TNHH THUỶ TIÊN,"Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00177,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,"Tòa nhà văn phòng điều hành VTK, Khu công nghiệp sạch, Xã Xuân Trúc, Huyện Ân Thi, Tỉnh Hưng Yên, Việt Nam",Hưng Yên,31,Hưng Yên
KH-00178,CÔNG TY CỔ PHẦN QUANG VINH,"ngõ 91 phố Ô Đồng Lầm, Phường Phương Liên - Trung Tự, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",Hà Nội,1,Hà Nội
KH-00179,CÔNG TY CỔ PHẦN TÂN TIẾN,"tổ 3, Phường Phú Đô, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",Hà Nội,1,Hà Nội
KH-00180,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,"Xã Quảng Tâm, Huyện Quảng Xương, Thanh Hoá",Thanh Hóa,55,Thanh Hóa
KH-00181,CÔNG TY TNHH LONG PHÚ,"Cách mạng Tháng 8, Phường Tứ Hạ, Thị xã Hương Trà, Tỉnh Thừa Thiên Huế, Việt Nam",Thừa Thiên Huế,56,Thừa Thiên Huế
KH-00182,CÔNG TY CỔ PHẦN PHÚ THỊNH,"Tiểu khu 6 và tiểu khu 19, thị trấn Hát Lót, huyện Mai Sơn, tỉnh Sơn La",Sơn La,51,Sơn La
KH-00183,DOANH NGHIỆP TW LONG PHÚ,"Ngã 5 Chằm Cũ, TT. Đồi Ngô, Lục Nam, Bắc Giang",Bắc Giang,5,Bắc Giang
KH-00184,DOANH NGHIỆP TW ĐẠI LỢI,"Tại nhà số 327, đường Cù Chính Lan, tổ 1, Phường Đồng Tiến, Thành phố Hoà Bình, Hòa Bình",Hòa Bình,29,Hòa Bình
KH-00185,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,"Xã Phú Thành, Huyện Lạc Thuỷ, Tỉnh Hòa Bình.",Hòa Bình,29,Hòa Bình
KH-00186,HỘ KINH DOANH XÂY DỰNG,"Khu CN Bình Xuyên,Thị trấn Hương Canh,Huyện Bình Xuyên, Tỉnh Vĩnh Phúc,Việt Nam",Vĩnh Phúc,61,Vĩnh Phúc
KH-00187,HỘ KINH DOANH NGỌC ANH,"Lotte Center Hà Nội, số 54 đường Liễu Giai, Phường Cống Vị, Quận Ba Đình, Hà Nội",Hà Nội,1,Hà Nội
KH-00188,DOANH NGHIỆP TW XÂY DỰNG,"Bà Triệu, Phường Điện Biên, Thành phố Thanh Hóa, Tỉnh Thanh Hóa, Việt Nam",Điện Biên,19,Điện Biên
KH-00189,CÔNG TY CỔ PHẦN MẶT TRỜI,"Trích Sài,  Quận Tây Hồ, Thành Phố Hà Nội",Hà Nội,1,Hà Nội
KH-00190,HỘ KINH DOANH XÂY DỰNG,"Xã An Khánh, huyện Hoài Đức, Hà Nội",Hà Nội,1,Hà Nội
KH-00191,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,"Khu công nghiệp Tân Quang, Thôn Ngọc Đà, Xã Tân Quang, Huyện Văn Lâm, Tỉnh Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00192,HỘ KINH DOANH KHẢI HOÀN,"đường Cầu Diễn, phường Minh Khai, quận Bắc Từ Liêm, thành phố Hà Nội, Việt Nam",Hà Nội,1,Hà Nội
KH-00193,CÔNG TY TNHH TÚ ANH,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Thanh Hóa,55,Thanh Hóa
KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,"Xã Thanh Lâm, Huyện Mê Linh, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00195,CỬA HÀNG XE ĐẠP BÌNH MINH,"Cao Lỗ, Phan Xá, Uy Nỗ, Đông Anh, Hà Nội",Hà Nội,1,Hà Nội
KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,"Phố Mới, Thanh Khương, Thuận Thành, Bắc Ninh",Bắc Ninh,7,Bắc Ninh
KH-00197,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,"đường Nguyễn Văn Hưởng, Phường Giang Biên, Quận Long Biên, Thành phố Hà Nội, Việt Nam",Hà Nội,1,Hà Nội
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,"CC Eurowindow River Park, Đông Hội, Đông Anh, Hà Nội",Hà Nội,1,Hà Nội
KH-00199,CỬA HÀNG XE ĐẠP TÚ ANH,"Tiểu Khu 3 , Thị Trấn Hà Trung , Hà Trung , Tỉnh Thanh Hoá",Thanh Hóa,55,Thanh Hóa
KH-00200,CÔNG TY CỔ PHẦN TOÀN THẮNG,"Hà Huy Tập, Thị trấn Yên Viên, Huyện Gia Lâm, Hà Nội",Hà Nội,1,Hà Nội
KH-00201,HỘ KINH DOANH XUÂN MAI,"KDC Đại Tân, phường Hoàng Tân, TP. Chí Linh, Hải Dương",Hải Dương,26,Hải Dương
KH-00202,CÔNG TY CỔ PHẦN XUÂN MAI,"tổ dân phố Hòa Sơn, thị trấn Chúc Sơn, huyện Chương Mỹ, thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00203,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,"Khu 15, Thị trấn Hùng Sơn, Huyện Lâm Thao, Tỉnh Phú Thọ, Việt Nam",Phú Thọ,43,Phú Thọ
KH-00204,CÔNG TY CỔ PHẦN ĐẠI DƯƠNG,"Xã Hiển Khánh,Huyện Vụ Bản, Tỉnh Nam Định,Việt Nam",Nam Định,39,Nam Định
KH-00205,CỬA HÀNG XE ĐẠP QUANG VINH,"khu Trới 10, Phường Hoành Bồ, Thành phố Hạ Long, Tỉnh Quảng Ninh, Việt Nam",Quảng Ninh,48,Quảng Ninh
KH-00206,CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI,"Thọ Xuân, Đan Phượng, Hà Nội",Hà Nội,1,Hà Nội
KH-00207,CỬA HÀNG XE ĐẠP VẠN LỢI,"Khu 2, TT Nếnh, Phường Nếnh, Thị xã Việt Yên, Bắc Giang",Bắc Giang,5,Bắc Giang
KH-00208,CỬA HÀNG XE ĐẠP TÂY BẮC,"đường Xuân Thủy, phường dịch vọng hậu quận Cầu Giấy, Hà Nội",Hà Nội,1,Hà Nội
KH-00209,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,"Tô Hiệu, phường Hồ Nam, quận Lê Chân, TP Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00210,DOANH NGHIỆP TW SÁN LẠP,"Tòa nhà Công Nghĩa , 295 Trần Nhân Tông, Phường Yên Thanh, Thành phố Uông Bí, Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00211,CỬA HÀNG XE ĐẠP NAM TIẾN,"Đường Nguyễn Du , Thị Trấn Tiên Điền ,Huyện Nghi Xuân ,Tỉnh Hà Tĩnh",Hà Tĩnh,25,Hà Tĩnh
KH-00212,CỬA HÀNG XE ĐẠP TÂY BẮC,"Đường 424 - Xóm Bãi, xã Hòa Xá, huyện Ứng Hòa, thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00213,CÔNG TY CỔ PHẦN HOÀ BÌNH,"tổ dân phố 12, Phường Mộ Lao, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",Hà Nội,1,Hà Nội
KH-00214,DOANH NGHIỆP TW QUANG VINH,"Nguyễn Chế Nghĩa, Thị trấn Gia Lộc, Huyện Gia Lộc, Tỉnh Hải Dương, Việt Nam",Hải Dương,26,Hải Dương
KH-00215,DOANH NGHIỆP TW LÊ ANH,"phố Kim Thành, Thị trấn Đồng Lộc, Huyện Can Lộc, Hà Tĩnh",Hà Tĩnh,25,Hà Tĩnh
KH-00216,HỘ KINH DOANH NGỌC ANH,"Thi Sơn, Kim Bảng, Hà Nam",Hà Nam,24,Hà Nam
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",Thái Bình,53,Thái Bình
KH-00218,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,"xã Kim Anh, Kim Thành, Hải Dương",Hải Dương,26,Hải Dương
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,"phố 9 Phường Vân Giang, TP. Ninh Bình, Tỉnh Ninh Bình",An Giang,2,An Giang
KH-00220,CỬA HÀNG XE ĐẠP VIỆT ANH,"Lễ, xã Hải Hưng, huyện Hải Hậu, tỉnh Nam Định",Nam Định,39,Nam Định
KH-00221,CÔNG TY CỔ PHẦN VĨNH PHÁT,"Đội 3, Dị Chế, Tiên Lữ, Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00222,CÔNG TY CỔ PHẦN TÂN TIẾN,"tổ 3, phường Phú La, quận Hà Đông,TP Hà Nội",Hà Nội,1,Hà Nội
KH-00223,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,"Phố Mới, Thôn Dộc, Xã Bình Minh, Huyện Thanh Oai, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00224,DOANH NGHIỆP TW ĐÔNG NAM,"xã Quỳnh Lưu, huyện Nho Quan, tỉnh Ninh Bình",Ninh Bình,41,Ninh Bình
KH-00225,CÔNG TY TNHH TÂY BẮC,"Phạm Ngọc Nhị, TT Đồng Văn, Duy Tiên, Hà Nam",Hà Nam,24,Hà Nam
KH-00226,CÔNG TY CỔ PHẦN VĨNH PHÁT,"Đầu đê Tiến Thịnh, Mê Linh, Hà Nội",Hà Nội,1,Hà Nội
KH-00227,CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC,"Minh Khai, Đông Ngàn, Từ Sơn, Bắc Ninh",Bắc Ninh,7,Bắc Ninh
KH-00228,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,"Trâu Quỳ, Gia Lâm, Hà Nội",Hà Nội,1,Hà Nội
KH-00229,DOANH NGHIỆP TW TRÍ ĐỨC,"Đường 295, Lý Viên, Bắc Lý, Hiệp Hòa, Bắc Giang",Bắc Giang,5,Bắc Giang
KH-00230,DOANH NGHIỆP TW ĐẠI LỢI,"Cầu Diễn, Phúc Diễn, Bắc Từ Liêm, Hà Nội",Hà Nội,1,Hà Nội
KH-00231,CÔNG TY CỔ PHẦN THANH BÌNH,"Chợ Đường Cái, Văn Lâm, Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00232,HỘ KINH DOANH HOÀ BÌNH,"Khối Phước Trạch, Phường Cửa Đại, Thành phố Hội An, Tỉnh Quảng Nam, Việt Nam",Quảng Nam,46,Quảng Nam
KH-00233,DOANH NGHIỆP TW CHI THÀNH,"xã Thái Thịnh, huyện Thái Thụy, tỉnh Thái Bình",Thái Bình,53,Thái Bình
KH-00234,CÔNG TY TNHH KHẢI HOÀN,"xã Nam Hồng, huyện Tiền Hải, tỉnh Thái Bình",Thái Bình,53,Thái Bình
KH-00235,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,"Non Côi, thị trấn Gôi, Vụ Bản, Nam Định",Nam Định,39,Nam Định
KH-00236,CỬA HÀNG XE ĐẠP ĐÔNG NAM,"TDP Phượng Bãi, Phường Biên Giang, Quận Hà Đông, Thành Phố Hà Nội",Hà Nội,1,Hà Nội
KH-00237,DOANH NGHIỆP TW LÊ ANH,"đường chiến thắng Sông Lô, tổ 2, Phường Tân Quang, Thành Phố Tuyên Quang, Tỉnh Tuyên Quang, Việt Nam",Tuyên Quang,59,Tuyên Quang
KH-00238,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,"đường Hùng Vương, phường Bến Gót, TP. Việt Trì, Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00239,HỘ KINH DOANH THANH BÌNH,"Khối Thanh Chiếm, Phường Thanh Hà, Thành phố Hội An, Quảng Nam",Quảng Nam,46,Quảng Nam
KH-00240,CÔNG TY CỔ PHẦN TRÍ ĐỨC,"Tiểu khu Cơ Quan, thị trấn NT Mộc Châu, huyện Mộc Châu, tỉnh Sơn La",Sơn La,51,Sơn La
KH-00241,HỘ KINH DOANH PHÚ THỊNH,"tổ dân phố 4, phường Ba Hàng, thị xã Phổ Yên, tỉnh Thái Nguyên",Thái Nguyên,54,Thái Nguyên
KH-00242,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG,"Tổ 4,  Phường Sông Cầu, Thành Phố Bắc Kạn, Bắc Kạn",Bắc Kạn,6,Bắc Kạn
KH-00243,HỘ KINH DOANH VĨNH PHÁT,"Xã Bình Nghĩa, Huyện Bình Lục, Tỉnh Hà Nam",Hà Nam,24,Hà Nam
KH-00244,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,"khu 2- trạm thản, Xã Trạm Thản, Huyện Phù Ninh, Tỉnh Phú Thọ, Việt Nam",Phú Thọ,43,Phú Thọ
KH-00245,CỬA HÀNG XE ĐẠP TÂN TIẾN,"Hồng Hà, Phường Chương Dương, Quận Hoàn Kiếm, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00246,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,"Thụy Khuê, Xã Sài Sơn, Huyện Quốc Oai, Hà Nội",Hà Nội,1,Hà Nội
KH-00247,HỘ KINH DOANH NGỌC ANH,"Nho Lâm, Tân Lập, Yên Mỹ, Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00248,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,"Khối 5, ngã tư thị trấn Cầu Giát, huyện Quỳnh Lưu, Nghệ An",Nghệ An,40,Nghệ An
KH-00249,HỘ KINH DOANH PHÚC AN,"Ngã tư Chợ Túc, xã Xuân Lâm, huyện Tĩnh Gia, tỉnh Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00250,DOANH NGHIỆP TW XUÂN MAI,"đường Nguyễn Trãi, phường Thanh Xuân, quận Thanh Xuân, thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00251,HỘ KINH DOANH KHẢI HOÀN,"Tân Việt, Xã Tân Việt, Huyện Yên Mỹ, Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00252,CÔNG TY TNHH TÂY BẮC,"xã Hữu Văn, Chương Mỹ, Hà Nội",Hà Nội,1,Hà Nội
KH-00253,CÔNG TY TNHH YÊN BÌNH,"Nhà số 7, Khu đấu giá Đồng Đỗ, Tổ 13, Phường Thượng Thanh, Quận Long Biên, Thành phố Hà Nội, Việt Nam",Hà Nội,1,Hà Nội
KH-00254,CỬA HÀNG XE ĐẠP ĐÔNG NAM,"đường Lê Công Thanh, P. HBT, TP Phủ Lý, Hà Nam",Hà Nam,24,Hà Nam
KH-00255,CÔNG TY TNHH PHÚ THỊNH,"Tân An, Thanh Hà, Hải Dương",Hải Dương,26,Hải Dương
KH-00256,CÔNG TY TNHH XUÂN MAI,"đường 70, xã Tân Triều, huyện Thanh Trì, thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00257,HỘ KINH DOANH PHÚC AN,"phố Trương Công Giai, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Hà Nội,1,Hà Nội
KH-00258,CỬA HÀNG XE ĐẠP HOÀ BÌNH,"phố Xã Đàn, Phường Nam Đồng, Quận Đống đa, Hà Nội",Hà Nội,1,Hà Nội
KH-00259,DOANH NGHIỆP TW MINH PHƯƠNG,"Kim Nỗ, Đông Anh, Hà Nội",Hà Nội,1,Hà Nội
KH-00260,CỬA HÀNG XE ĐẠP XUÂN MAI,Sóc Sơn-Hà Nội,Hà Nội,1,Hà Nội
KH-00261,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,"TDP Nhuệ Giang, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Hà Nội,1,Hà Nội
KH-00262,CÔNG TY TNHH VIỆT ANH,"thôn Bạch Trữ, xã Tiến Thắng, Mê Linh, Hà Nội",Hà Nội,1,Hà Nội
KH-00263,DOANH NGHIỆP TW TRƯỜNG THỊNH,"TK 2, Thị trấn Thiệu Hóa, Huyện Thiệu Hoá, Thanh Hoá",Thanh Hóa,55,Thanh Hóa
KH-00264,DOANH NGHIỆP TW NGỌC ANH,"Xả Hải Châu , Thị Xã Nghi Sơn , Tỉnh Thanh Hoá",Thanh Hóa,55,Thanh Hóa
KH-00265,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,phố số 6 - Thị trấn Diêm Điền - Huyện Thái Thụy - Thái Bình.,Thái Bình,53,Thái Bình
KH-00266,CỬA HÀNG XE ĐẠP TÂN TIẾN,"Thị trấn Xuân Trường, huyện Xuân Trường, tỉnh Nam Định",Nam Định,39,Nam Định
KH-00267,CÔNG TY CỔ PHẦN HÙNG CƯỜNG,"Đội 16, Yên Cường, Ý Yên, Nam Định",Nam Định,39,Nam Định
KH-00268,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,"tổ dân phố Văn Giang, Thị trấn Đại Nghĩa, Huyện Mỹ Đức, Thành phố Hà Nội, Việt Nam",Hà Nội,1,Hà Nội
KH-00269,HỘ KINH DOANH AN PHÁT,"Khu 8, thị trấn Hạ Hòa, Hạ Hòa, Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00270,DOANH NGHIỆP TW TÚ ANH,"Khu 22, Hoàng Xá, Xã Hoàng Xá, Huyện Thanh Thuỷ, Tỉnh Phú Thọ, Việt Nam",Phú Thọ,43,Phú Thọ
KH-00271,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG,"TDP 15, Phường Tây Tựu, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,1,Hà Nội
KH-00272,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,"Phố Chợ Lầm, thị trấn Tam Hồng, Yên Lạc, Vĩnh Phúc",Vĩnh Phúc,61,Vĩnh Phúc
KH-00273,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,"Hợp lý, Xã Hợp Lý, Huyện Lập Thạch, Tỉnh Vĩnh Phúc, Việt Nam",Vĩnh Phúc,61,Vĩnh Phúc
KH-00274,CÔNG TY CỔ PHẦN THƯƠNG MẠI YÊN BÌNH,"Khu 4, thị trấn Tứ Trưng, Vĩnh Tường, Vĩnh Phúc",Vĩnh Phúc,61,Vĩnh Phúc
KH-00275,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,"xã Kỳ Phú, huyện Đại Từ, Thái Nguyên",Thái Nguyên,54,Thái Nguyên
KH-00276,CÔNG TY TNHH VẠN LỢI,"Ngọc Lâm, Long Biên, Hà Nội",Hà Nội,1,Hà Nội
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,"Khối 1, Phường Hồng Sơn, Thành phố Vinh, Nghệ An",Nghệ An,40,Nghệ An
KH-00278,CÔNG TY TNHH QUANG VINH,"Cổng chợ Đường 2, Phủ Lỗ, Sóc Sơn, Hà Nội",Hà Nội,1,Hà Nội
KH-00279,CỬA HÀNG XE ĐẠP CHI THÀNH,"Ki ốt số 14 Chợ Hòa Mạc, phố Phú Hòa, thị trấn Hòa Mạc, huyện Duy Tiên, tỉnh Hà Nam",Hà Nam,24,Hà Nam
KH-00280,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,"xã Yên Bắc, Duy Tiên, Hà Nam",Hà Nam,24,Hà Nam
KH-00281,CỬA HÀNG XE ĐẠP PHÚC AN,"Trần Hưng Đạo , Phường Quảng Tiến , TP Sầm Sơn , Tỉnh Thanh Hoá",Thanh Hóa,55,Thanh Hóa
KH-00282,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,"xã Ngũ Hiệp, quận Thanh Trì, thành phố Hà Nội.",Hà Nội,1,Hà Nội
KH-00283,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,"Bồ Thời, Hồng Tiến, Khoái Châu, Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00284,HỘ KINH DOANH NGỌC ANH,"Ngã 35, Tứ Mỹ, Phùng Chí Kiên, Mỹ Hào, Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00285,CÔNG TY TNHH ĐÔNG NAM,"thị trấn Quốc Oai, Quốc Oai, Hà Nội",Hà Nội,1,Hà Nội
KH-00286,DOANH NGHIỆP TW VIỆT ANH,"Liễu Giai, Cống Vị, Ba Đình, Hà Nội",Hà Nội,1,Hà Nội
KH-00287,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,"Khu phố 1 ,Thị trấn Hương Canh,Huyện Bình Xuyên, Tỉnh Vĩnh Phúc,Việt Nam",Vĩnh Phúc,61,Vĩnh Phúc
KH-00288,CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG,"Khối Bắc Mỹ, phường Quỳnh Thiện, thị xã Hoàng Mai, tỉnh Nghệ An",Nghệ An,40,Nghệ An
KH-00289,CÔNG TY CỔ PHẦN KHẢI HOÀN,"Ga Lạc Đạo, Văn Lâm, Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00290,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,"đường Nguyễn Lương Bằng, TT. Kim Động, Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00291,CÔNG TY TNHH VĨNH PHÁT,"Xã Đức Lý, Huyện Lý Nhân, Tỉnh Hà Nam",Hà Nam,24,Hà Nam
KH-00292,CÔNG TY TNHH VIỆT ANH,"phố Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Hà Nội,1,Hà Nội
KH-00293,CÔNG TY TNHH THƯƠNG MẠI TÚ ANH,"Phòng 303, tầng 3, tòa nhà Detech, số 8 Tôn Thất Thuyết, phường Mỹ Đình 2, quận Nam Từ Liêm, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00294,HỘ KINH DOANH SÁN LẠP,"Khu Công nghiệp Đình Vũ,Phường Đông Hải 2,Quận Hải An,Thành phố Hải Phòng,Việt Nam",Hải Phòng,27,Hải Phòng
KH-00295,DOANH NGHIỆP TW XÂY DỰNG,"Phố Mới, Xóm Thượng, Cổ Loa, Đông Anh, Hà Nội",Hà Nội,1,Hà Nội
KH-00296,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,"phố Cầu Bây, Phường Sài Đồng, quận Long Biên, thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00297,CỬA HÀNG XE ĐẠP TÂY BẮC,"đường Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, Hà Nội",Hà Nội,1,Hà Nội
KH-00298,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM,"Cầu Xây, Xã Tân Dân, Huyện Sóc Sơn, Hà Nội",Hà Nội,1,Hà Nội
KH-00299,CỬA HÀNG XE ĐẠP VIỆT ANH,"đường Nguyễn Tấn Thiện, Thị trấn Phổ Châu, Hương Sơn, Hà Tĩnh",Hà Tĩnh,25,Hà Tĩnh
KH-00300,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,"Dương Xá, xã Dương Quang, TX. Mỹ Hào, Hưng Yên
Hưng Yên, Việt Nam",Hưng Yên,31,Hưng Yên
KH-00301,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,"xã Thanh Sơn, huyện Kiến Thụy, thành phố Hải Phòng, Việt Nam",Hải Phòng,27,Hải Phòng
KH-00302,CÔNG TY TNHH XÂY DỰNG,"đường Trần Phú, tổ 21, Phường Minh Khai, TP Hà Giang, Hà Giang",Hà Giang,23,Hà Giang
KH-00303,CÔNG TY CỔ PHẦN BÌNH MINH,"huyện Thanh Oai, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00304,DOANH NGHIỆP TW TÚ ANH,"Phú Thượng, Tây Hồ, Hà Nội",Hà Nội,1,Hà Nội
