customer_code,customer_name,tax_code,address,province_id_old,province_id,province_name_extract,region,matched_alias,mapping_status
KH-00117,HỘ KINH DOANH YÊN BÌNH,296638647,"Liêu xá, Yên Mỹ, Hưng yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00118,HỘ KINH DOANH HÙNG CƯỜNG,181382933,"Thửa - CN-2A.2, Lô CN-2A - Khu công nghiệp Bảo Minh mở rộng, Xã Liên Minh, Huyện Vụ Bản, Nam Định",,39,Nam Định,Miền Bắc,nam dinh,MATCHED_REGEX
KH-00119,DOANH NGHIỆP TW MẶT TRỜI,286722585,"Hoài Đức, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00120,CÔNG TY TNHH THANH BÌNH,234072214,"Phố Vồi, thị trấn Thường Tín, Huyện Thường Tín, thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00121,CÔNG TY TNHH CHI THÀNH,201864865,"Khu Giãn Dân Bùi Thị Cúc, TT. Ân Thi, Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00122,CÔNG TY TNHH CHI THÀNH,202326633,"Đội 5, Thôn Hạ Tân, Xã Vĩnh Khúc, Huyện Văn Giang, Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00123,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,161454231,"xã Tri Thủy, huyện Phú Xuyên, thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00124,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,100726496,"Xã Đồng Thắng, Huyện Triệu Sơn, Tỉnh Thanh Hoá",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00125,HỘ KINH DOANH BÌNH MINH,140113386,"Triệu Sơn, Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00126,HỘ KINH DOANH HOÀ BÌNH,232438492,"Xã Thọ Vực, Huyện Triệu Sơn, Tỉnh Thanh Hoá",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00127,CỬA HÀNG XE ĐẠP TÂN TIẾN,237884189,"xã Tân Sơn, huyện Kim Bảng, tỉnh Hà Nam",,24,Hà Nam,Miền Bắc,ha nam,MATCHED_REGEX
KH-00128,HỘ KINH DOANH TÂY BẮC,239163382,"Ngã tư Chợ Còng, TT Tĩnh Gia, Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00129,CÔNG TY CỔ PHẦN LÊ ANH,105885480,"Xã Quảng Phong , Huyện Quảng Xương , Tĩnh Thanh Hoá",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,173783946,"Lê Thái Tổ, phố Giắt, Thị trấn Triệu Sơn, Huyện Triệu Sơn, Thanh Hoá",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00131,CÔNG TY TNHH QUANG VINH,235236596,"Xã Yên Nam, Duy Tiên, Hà Nam",,24,Hà Nam,Miền Bắc,ha nam,MATCHED_REGEX
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,169280341,"xã Diễn Tường, huyện Diễn Châu, tỉnh Nghệ An",,40,Nghệ An,Miền Trung,nghe an,MATCHED_SUBSTRING_PRIMARY
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,277462350,"Thị trấn Nga Sơn, Huyện Nga Sơn, Thanh Hoá",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,134770178,"Trần Nhân Tông, Phường Vĩnh Diện, Thị xã Điện Bàn, Tỉnh Quảng Nam, Việt Nam",,46,Quảng Nam,Miền Trung,quang nam,MATCHED_REGEX
KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,255896680,"xã Gia Tân, Huyện Gia Viễn, tỉnh Ninh Bình, Việt Nam",,41,Ninh Bình,Miền Bắc,ninh binh,MATCHED_REGEX
KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,141444046,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,,53,Thái Bình,Miền Bắc,thai binh,MATCHED_REGEX
KH-00137,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,138267628,"xã Trác Văn, huyện Duy Tiên, tỉnh Hà Nam",,24,Hà Nam,Miền Bắc,ha nam,MATCHED_REGEX
KH-00138,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,181170785,"thị trấn An Bài, huyện Quỳnh Phụ, tỉnh Thái Bình",,53,Thái Bình,Miền Bắc,thai binh,MATCHED_REGEX
KH-00139,HỘ KINH DOANH YÊN BÌNH,262145397,"Khánh Thượng, Ba Vì, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00140,CÔNG TY TNHH XÂY DỰNG,281064804,"La Văn Cầu, Thị trấn Nam Sách, Huyện Nam Sách, Hải Dương",,26,Hải Dương,Miền Bắc,hai duong,MATCHED_SUBSTRING_PRIMARY
KH-00141,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,137375617,"Số 721+723 đường Trường Chinh, tổ Dân Phố Trường Chinh 2 Phường Quán Trữ, Quận Kiến An, Thành phố Hải Phòng, Việt Nam",,27,Hải Phòng,Miền Bắc,hai phong,MATCHED_REGEX
KH-00142,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,190061494,Từ Liêm-Hà Nội,,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00143,DOANH NGHIỆP TW TÂY BẮC,248997840,"Phố Me, Thị trấn Hợp Hòa, Huyện Tam Dương, Tỉnh Vĩnh Phúc, Việt Nam",,61,Vĩnh Phúc,Miền Bắc,vinh phuc,MATCHED_REGEX
KH-00144,CỬA HÀNG XE ĐẠP QUANG VINH,236392197,"Đường Hùng Vương, Phường Tích Sơn, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc, Việt Nam",,61,Vĩnh Phúc,Miền Bắc,vinh phuc,MATCHED_REGEX
KH-00145,HỘ KINH DOANH PHÚ THỊNH,134287925,"KDC số 11, Thôn Mỹ Trang, Xã Phổ Cường, Thị xã Đức Phổ, Quảng Ngãi",,47,Quảng Ngãi,Miền Trung,quang ngai,MATCHED_REGEX
KH-00146,HỘ KINH DOANH LONG PHÚ,212043116,"C17, Xã Thanh Xương, Huyện Điện Biên, Điện Biên",,19,Điện Biên,Miền Bắc,dien bien,MATCHED_REGEX
KH-00147,CÔNG TY TNHH PHÚ THỊNH,221785427,"Quang Trung, phường Phú La, quận Hà Đông, Thành phố Hà Nội, Việt Nam",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00148,HỘ KINH DOANH THUỶ TIÊN,295762114,"đường Tuệ Tĩnh, Thôn Gạch, TT Lai Cách, Cẩm Giàng, Hải Dươn",,26,Hải Dương,Miền Bắc,hai duong,MATCHED_REGEX
KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,242813583,"Trần Hưng Đạo, P. An Lưu, TX Kinh Môn, Hải Dương",,26,Hải Dương,Miền Bắc,hai duong,MATCHED_SUBSTRING_PRIMARY
KH-00150,HỘ KINH DOANH SÁN LẠP,161754149,"Thôn Tiên Tảo, Xã Thanh An, Huyện Thanh Hà, Tỉnh Hải Dương, Việt Nam",,25,Hà Tĩnh,Miền Trung,ha tinh,MATCHED_REGEX
KH-00151,CÔNG TY TNHH LÊ ANH,210067673,"Đường Nguyễn Chí Thanh , Phường Tân Giang , TP Hà Tĩnh , Tỉnh Hà Tĩnh",,25,Hà Tĩnh,Miền Trung,ha tinh,MATCHED_REGEX
KH-00152,HỘ KINH DOANH TRÍ ĐỨC,270737936,"Khối 3 Thị Trấn Đô Lương , Huyện Đô Lương , Tỉnh Nghệ An",,40,Nghệ An,Miền Trung,nghe an,MATCHED_SUBSTRING_PRIMARY
KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,192840609,"Xã Thạch Châu , Huyện Lộc Hà , Tỉnh Hà Tĩnh",,25,Hà Tĩnh,Miền Trung,ha tinh,MATCHED_REGEX
KH-00154,DOANH NGHIỆP TW VĨNH PHÁT,145780660,"Xuân Giang, Xã Xuân Giang, Huyện Nghi Xuân, Hà Tĩnh",,25,Hà Tĩnh,Miền Trung,ha tinh,MATCHED_REGEX
KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,192355747,"Phường Quang Trung, Quận Hà Đông, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00156,DOANH NGHIỆP TW VIỆT ANH,242485184,"Bà Triệu, Thị trấn Hậu Lộc, Huyện Hậu Lộc, Thanh Hoá",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,167397253,"phố Tràng Thi, phường Hàng Trống, Quận Hoàn Kiếm, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00158,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,150349307,"Xã Hồng An, Huyện Hưng Hà, Thái Bình",,53,Thái Bình,Miền Bắc,thai binh,MATCHED_REGEX
KH-00159,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,139592111,"Đường N5, Khu công nghiệp Sóng Thần 3, Phường Phú Tân, Thành phố Thủ Dầu Một, Bình Dương",,9,Bình Dương,Miền Nam,binh duong,MATCHED_REGEX
KH-00160,CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC,189987695,"số 167 phố Trung Kính, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00161,CÔNG TY TNHH THIÊN AN,245736529,phố Nguyễn Văn Ngọc - Phường Cống Vị - Quận Ba Đình - Hà Nội,,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00162,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,103288657,"No12, liền kề 519, khu DV 27,28, Phường Dương Nội, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00163,HỘ KINH DOANH XUÂN MAI,252263483,"Bà Triệu, Phường Hàng Bài, Quận Hoàn Kiếm, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00164,HỘ KINH DOANH XÂY DỰNG,166251851,Thân Nhân Trung - TT Bích Động - Việt Yên - Bắc Giang,,5,Bắc Giang,Miền Bắc,bac giang,MATCHED_REGEX
KH-00165,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,184884413,"Dốc Tràng Than, TT. Thắng, H. Hiệp Hòa, Bắc Giang",,5,Bắc Giang,Miền Bắc,bac giang,MATCHED_REGEX
KH-00166,HỘ KINH DOANH QUANG VINH,137129262,Tổ 1 - Phường Mường Thanh - TP Điện Biên Phủ,,19,Điện Biên,Miền Bắc,dien bien,MATCHED_REGEX
KH-00167,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,191659283,"A1 tập thể D8 đường Ngọc Hồi, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00168,DOANH NGHIỆP TW ĐẠI LỢI,144863555,"Liền Kề 373, NO11, khu Cổng Đồng, tổ dân phố số 4, đường Tố Hữu, Phường La Khê, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00169,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,187504550,"phố Yên Thổ, Thị trấn Yên Thịnh, Huyện Yên Mô, Ninh Bình",,41,Ninh Bình,Miền Bắc,ninh binh,MATCHED_REGEX
KH-00170,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,245453909,"xanh, Xã Khánh Thiện, Huyện Yên Khánh, Tỉnh Ninh Bình, Việt Nam",,41,Ninh Bình,Miền Bắc,ninh binh,MATCHED_REGEX
KH-00171,CÔNG TY CỔ PHẦN QUANG VINH,169565946,"Tôn Đức Thắng, P Hàng Bột, quận Đống Đa, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00172,CỬA HÀNG XE ĐẠP XÂY DỰNG,287801758,Đường Trang Quan - Xã An Đồng - Huyện An Dương - Hải Phòng.,,27,Hải Phòng,Miền Bắc,hai phong,MATCHED_REGEX
KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,118544276,"Phố Kim mã, Phường Kim mã, Quận Ba Đình, Thành phố Hà Nội, Việt Nam",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00174,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,119839663,"Tôn Đức Thắng, Phường Hoà Khánh Nam, Quận Liên Chiểu, Đà Nẵng",,16,Đà Nẵng,Miền Trung,da nang,MATCHED_REGEX
KH-00175,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,131811857,"Ngách 8/11/36/144, Đường Lê Quang Đạo,Phường Phú Đô,Quận Nam Từ Liêm,Thành phố Hà Nội,Việt Nam",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00176,CÔNG TY TNHH THUỶ TIÊN,270413134,"Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00177,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,286143542,"Tòa nhà văn phòng điều hành VTK, Khu công nghiệp sạch, Xã Xuân Trúc, Huyện Ân Thi, Tỉnh Hưng Yên, Việt Nam",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00178,CÔNG TY CỔ PHẦN QUANG VINH,112260064,"ngõ 91 phố Ô Đồng Lầm, Phường Phương Liên - Trung Tự, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00179,CÔNG TY CỔ PHẦN TÂN TIẾN,190960203,"tổ 3, Phường Phú Đô, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00180,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,158474503,"Xã Quảng Tâm, Huyện Quảng Xương, Thanh Hoá",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00181,CÔNG TY TNHH LONG PHÚ,260242832,"Cách mạng Tháng 8, Phường Tứ Hạ, Thị xã Hương Trà, Tỉnh Thừa Thiên Huế, Việt Nam",,56,Thừa Thiên Huế,Miền Trung,thua thien hue,MATCHED_REGEX
KH-00182,CÔNG TY CỔ PHẦN PHÚ THỊNH,129743976,"Tiểu khu 6 và tiểu khu 19, thị trấn Hát Lót, huyện Mai Sơn, tỉnh Sơn La",,51,Sơn La,Miền Bắc,son la,MATCHED_REGEX
KH-00183,DOANH NGHIỆP TW LONG PHÚ,246152686,"Ngã 5 Chằm Cũ, TT. Đồi Ngô, Lục Nam, Bắc Giang",,5,Bắc Giang,Miền Bắc,bac giang,MATCHED_REGEX
KH-00184,DOANH NGHIỆP TW ĐẠI LỢI,179843435,"Tại nhà số 327, đường Cù Chính Lan, tổ 1, Phường Đồng Tiến, Thành phố Hoà Bình, Hòa Bình",,29,Hòa Bình,Miền Bắc,hoa binh,MATCHED_REGEX
KH-00185,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,181980454,"Xã Phú Thành, Huyện Lạc Thuỷ, Tỉnh Hòa Bình.",,29,Hòa Bình,Miền Bắc,hoa binh,MATCHED_REGEX
KH-00186,HỘ KINH DOANH XÂY DỰNG,156673492,"Khu CN Bình Xuyên,Thị trấn Hương Canh,Huyện Bình Xuyên, Tỉnh Vĩnh Phúc,Việt Nam",,61,Vĩnh Phúc,Miền Bắc,vinh phuc,MATCHED_REGEX
KH-00187,HỘ KINH DOANH NGỌC ANH,120102685,"Lotte Center Hà Nội, số 54 đường Liễu Giai, Phường Cống Vị, Quận Ba Đình, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00188,DOANH NGHIỆP TW XÂY DỰNG,192287781,"Bà Triệu, Phường Điện Biên, Thành phố Thanh Hóa, Tỉnh Thanh Hóa, Việt Nam",,19,Điện Biên,Miền Bắc,dien bien,MATCHED_REGEX
KH-00189,CÔNG TY CỔ PHẦN MẶT TRỜI,202946541,"Trích Sài,  Quận Tây Hồ, Thành Phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00190,HỘ KINH DOANH XÂY DỰNG,137461749,"Xã An Khánh, huyện Hoài Đức, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00191,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,152338278,"Khu công nghiệp Tân Quang, Thôn Ngọc Đà, Xã Tân Quang, Huyện Văn Lâm, Tỉnh Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00192,HỘ KINH DOANH KHẢI HOÀN,198261510,"đường Cầu Diễn, phường Minh Khai, quận Bắc Từ Liêm, thành phố Hà Nội, Việt Nam",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00193,CÔNG TY TNHH TÚ ANH,247662596,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,233942103,"Xã Thanh Lâm, Huyện Mê Linh, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00195,CỬA HÀNG XE ĐẠP BÌNH MINH,205319288,"Cao Lỗ, Phan Xá, Uy Nỗ, Đông Anh, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,160563254,"Phố Mới, Thanh Khương, Thuận Thành, Bắc Ninh",,7,Bắc Ninh,Miền Bắc,bac ninh,MATCHED_REGEX
KH-00197,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,123619597,"đường Nguyễn Văn Hưởng, Phường Giang Biên, Quận Long Biên, Thành phố Hà Nội, Việt Nam",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,298377690,"CC Eurowindow River Park, Đông Hội, Đông Anh, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00199,CỬA HÀNG XE ĐẠP TÚ ANH,246580328,"Tiểu Khu 3 , Thị Trấn Hà Trung , Hà Trung , Tỉnh Thanh Hoá",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00200,CÔNG TY CỔ PHẦN TOÀN THẮNG,201689924,"Hà Huy Tập, Thị trấn Yên Viên, Huyện Gia Lâm, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00201,HỘ KINH DOANH XUÂN MAI,203638107,"KDC Đại Tân, phường Hoàng Tân, TP. Chí Linh, Hải Dương",,26,Hải Dương,Miền Bắc,hai duong,MATCHED_SUBSTRING_PRIMARY
KH-00202,CÔNG TY CỔ PHẦN XUÂN MAI,285336607,"tổ dân phố Hòa Sơn, thị trấn Chúc Sơn, huyện Chương Mỹ, thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00203,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,196312788,"Khu 15, Thị trấn Hùng Sơn, Huyện Lâm Thao, Tỉnh Phú Thọ, Việt Nam",,43,Phú Thọ,Miền Bắc,phu tho,MATCHED_REGEX
KH-00204,CÔNG TY CỔ PHẦN ĐẠI DƯƠNG,209715487,"Xã Hiển Khánh,Huyện Vụ Bản, Tỉnh Nam Định,Việt Nam",,39,Nam Định,Miền Bắc,nam dinh,MATCHED_REGEX
KH-00205,CỬA HÀNG XE ĐẠP QUANG VINH,233725474,"khu Trới 10, Phường Hoành Bồ, Thành phố Hạ Long, Tỉnh Quảng Ninh, Việt Nam",,48,Quảng Ninh,Miền Bắc,quang ninh,MATCHED_REGEX
KH-00206,CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI,168369422,"Thọ Xuân, Đan Phượng, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00207,CỬA HÀNG XE ĐẠP VẠN LỢI,253999242,"Khu 2, TT Nếnh, Phường Nếnh, Thị xã Việt Yên, Bắc Giang",,5,Bắc Giang,Miền Bắc,bac giang,MATCHED_REGEX
KH-00208,CỬA HÀNG XE ĐẠP TÂY BẮC,275423520,"đường Xuân Thủy, phường dịch vọng hậu quận Cầu Giấy, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00209,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,195974861,"Tô Hiệu, phường Hồ Nam, quận Lê Chân, TP Hải Phòng",,27,Hải Phòng,Miền Bắc,hai phong,MATCHED_REGEX
KH-00210,DOANH NGHIỆP TW SÁN LẠP,147059693,"Tòa nhà Công Nghĩa , 295 Trần Nhân Tông, Phường Yên Thanh, Thành phố Uông Bí, Quảng Ninh",,48,Quảng Ninh,Miền Bắc,quang ninh,MATCHED_REGEX
KH-00211,CỬA HÀNG XE ĐẠP NAM TIẾN,229248645,"Đường Nguyễn Du , Thị Trấn Tiên Điền ,Huyện Nghi Xuân ,Tỉnh Hà Tĩnh",,25,Hà Tĩnh,Miền Trung,ha tinh,MATCHED_REGEX
KH-00212,CỬA HÀNG XE ĐẠP TÂY BẮC,272247362,"Đường 424 - Xóm Bãi, xã Hòa Xá, huyện Ứng Hòa, thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00213,CÔNG TY CỔ PHẦN HOÀ BÌNH,264018765,"tổ dân phố 12, Phường Mộ Lao, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00214,DOANH NGHIỆP TW QUANG VINH,141446235,"Nguyễn Chế Nghĩa, Thị trấn Gia Lộc, Huyện Gia Lộc, Tỉnh Hải Dương, Việt Nam",,26,Hải Dương,Miền Bắc,hai duong,MATCHED_SUBSTRING_PRIMARY
KH-00215,DOANH NGHIỆP TW LÊ ANH,182566785,"phố Kim Thành, Thị trấn Đồng Lộc, Huyện Can Lộc, Hà Tĩnh",,25,Hà Tĩnh,Miền Trung,ha tinh,MATCHED_REGEX
KH-00216,HỘ KINH DOANH NGỌC ANH,157797784,"Thi Sơn, Kim Bảng, Hà Nam",,24,Hà Nam,Miền Bắc,ha nam,MATCHED_REGEX
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",,53,Thái Bình,Miền Bắc,thai binh,MATCHED_REGEX
KH-00218,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,100087121,"xã Kim Anh, Kim Thành, Hải Dương",,26,Hải Dương,Miền Bắc,hai duong,MATCHED_SUBSTRING_PRIMARY
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,123994267,"phố 9 Phường Vân Giang, TP. Ninh Bình, Tỉnh Ninh Bình",,41,Ninh Bình,Miền Bắc,ninh binh,MATCHED_REGEX
KH-00220,CỬA HÀNG XE ĐẠP VIỆT ANH,250149452,"Lễ, xã Hải Hưng, huyện Hải Hậu, tỉnh Nam Định",,39,Nam Định,Miền Bắc,nam dinh,MATCHED_REGEX
KH-00221,CÔNG TY CỔ PHẦN VĨNH PHÁT,275027817,"Đội 3, Dị Chế, Tiên Lữ, Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00222,CÔNG TY CỔ PHẦN TÂN TIẾN,121788145,"tổ 3, phường Phú La, quận Hà Đông,TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00223,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,108458231,"Phố Mới, Thôn Dộc, Xã Bình Minh, Huyện Thanh Oai, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00224,DOANH NGHIỆP TW ĐÔNG NAM,133490705,"xã Quỳnh Lưu, huyện Nho Quan, tỉnh Ninh Bình",,41,Ninh Bình,Miền Bắc,ninh binh,MATCHED_REGEX
KH-00225,CÔNG TY TNHH TÂY BẮC,276135501,"Phạm Ngọc Nhị, TT Đồng Văn, Duy Tiên, Hà Nam",,24,Hà Nam,Miền Bắc,ha nam,MATCHED_REGEX
KH-00226,CÔNG TY CỔ PHẦN VĨNH PHÁT,117167809,"Đầu đê Tiến Thịnh, Mê Linh, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00227,CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC,182842488,"Minh Khai, Đông Ngàn, Từ Sơn, Bắc Ninh",,7,Bắc Ninh,Miền Bắc,bac ninh,MATCHED_REGEX
KH-00228,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,151292866,"Trâu Quỳ, Gia Lâm, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00229,DOANH NGHIỆP TW TRÍ ĐỨC,116140536,"Đường 295, Lý Viên, Bắc Lý, Hiệp Hòa, Bắc Giang",,5,Bắc Giang,Miền Bắc,bac giang,MATCHED_REGEX
KH-00230,DOANH NGHIỆP TW ĐẠI LỢI,174994369,"Cầu Diễn, Phúc Diễn, Bắc Từ Liêm, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00231,CÔNG TY CỔ PHẦN THANH BÌNH,134507198,"Chợ Đường Cái, Văn Lâm, Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00232,HỘ KINH DOANH HOÀ BÌNH,283790272,"Khối Phước Trạch, Phường Cửa Đại, Thành phố Hội An, Tỉnh Quảng Nam, Việt Nam",,46,Quảng Nam,Miền Trung,quang nam,MATCHED_REGEX
