order_id,so_number,product_code,quantity,unit_price,line_total
,BH26.1058,000131002008001,4,1169907,4679628
,BH26.1058,000225002009000,5,1616111,8080555
,BH26.1058,000225002025000,5,1616111,8080555
,BH26.1059,000102002009000,1,1132407,1132407
,BH26.1059,000401002016000,3,1530555,4591665
,BH26.1059,000331002008000,1,1799444,1799444
,BH26.1059,000105002004000,2,1132407,2264814
,BH26.1059,000105002013000,1,1132407,1132407
,BH26.1060,000225002025000,1,1616111,1616111
,BH26.1060,000333002008000,3,2294444,6883332
,BH26.1060,1000400050020000,1,2960555,2960555
,BH26.1060,1000400050010000,1,2960555,2960555
,BH26.1060,000225002002000,1,1616111,1616111
,BH26.1060,000218002001000,1,1530555,1530555
,BH26.1060,000333002008000,1,2294444,2294444
,BH26.1060,000333002022002,1,2294444,2294444
,BH26.1061,1000240020090000,2,943888,1887776
,BH26.1061,1000240020220000,1,943888,943888
,BH26.1061,1000270020220000,1,943888,943888
,BH26.1061,1000270020150000,1,943888,943888
,BH26.1061,000131002008001,1,1169907,1169907
,BH26.1061,1000250020050000,1,943888,943888
,BH26.1061,1040010000080000,1,1326851,1326851
,BH26.1061,1050010000200000,1,1262037,1262037
,BH26.1062,000230002013000,1,1280000,1280000
,BH26.1062,000230002014000,2,1280000,2560000
,BH26.1062,000230002023000,9,1280000,11520000
,BH26.1062,000219002012000,4,1400000,5600000
,BH26.1062,000219002022000,3,1400000,4200000
,BH26.1062,1000400050020000,4,2150000,8600000
,BH26.1062,1000400050010000,1,2150000,2150000
,BH26.1062,000333002022002,2,1500000,3000000
,BH26.1062,000215004000000,4,1300000,5200000
,BH26.1062,000226003023000,1,1200000,1200000
,BH26.1062,000122002022000,2,1050000,2100000
,BH26.1062,000122002024000,1,1050000,1050000
,BH26.1062,000122002019000,1,1050000,1050000
,BH26.1062,000102002023000,1,470000,470000
,BH26.1062,000103002025000,3,500000,1500000
,BH26.1062,000103002009000,7,500000,3500000
,BH26.1062,000106002004000,1,500000,500000
,BH26.1062,000106002013000,1,500000,500000
,BH26.1062,000104002020000,1,500000,500000
,BH26.1062,000104002009000,1,500000,500000
,BH26.1062,000125002023000,1,1050000,1050000
,BH26.1062,000131002001002,1,1150000,1150000
,BH26.1062,000131002008001,1,1150000,1150000
,BH26.1062,000334002004000,1,1210000,1210000
,BH26.1062,000334002001000,1,1210000,1210000
,BH26.1062,000334002013000,1,1210000,1210000
,BH26.1062,000224002026000,1,1130000,1130000
,BH26.1062,000224002024000,1,1130000,1130000
,BH26.1062,000224002023000,1,1130000,1130000
,BH26.1062,000224002009000,1,1130000,1130000
,BH26.1062,000224002002000,1,1130000,1130000
,BH26.1062,000225002025000,1,1200000,1200000
,BH26.1062,000335002001000,1,1350000,1350000
,BH26.1062,000335002004000,1,1350000,1350000
,BH26.1062,000225002023000,1,1200000,1200000
,BH26.1062,1000320050010000,1,2150000,2150000
,BH26.1062,1000320050020000,1,2150000,2150000
,BH26.1062,000335002013000,1,1350000,1350000
,BH26.1062,1000400050080010,1,2150000,2150000
,BH26.1062,1000400050200000,1,2150000,2150000
,BH26.1062,000117002023000,1,500000,500000
,BH26.1062,000125002013000,1,1050000,1050000
,BH26.1062,000131002019002,1,1150000,1150000
,BH26.1062,000331002008000,1,1300000,1300000
,BH26.1062,1000270020220000,1,500000,500000
,BH26.1063,000217003001000,2,1591666,3183332
,BH26.1063,000216003008000,2,1530555,3061110
,BH26.1063,000336002001000,1,1377777,1377777
,BH26.1063,000336002022000,1,1377777,1377777
,BH26.1063,1000240020090000,2,943888,1887776
,BH26.1063,1000230020090000,2,882777,1765554
,BH26.1063,000103002009000,3,1262037,3786111
,BH26.1063,000103002023000,1,1262037,1262037
,BH26.1063,1000270020220000,2,943888,1887776
,BH26.1063,1040010000080000,1,1326851,1326851
,BH26.1063,1060010000200000,1,1326851,1326851
,BH26.1063,000106002004000,1,1262037,1262037
,BH26.1063,000106002013000,1,1262037,1262037
,BH26.1063,000336002022000,2,1377777,2755554
,BH26.1063,000335002001000,1,2105000,2105000
,BH26.1063,000333002022002,1,2294444,2294444
,BH26.1063,000117002023000,1,943888,943888
,BH26.1064,000216003001000,3,1530555,4591665
,BH26.1064,000216003008000,2,1530555,3061110
,BH26.1064,000125002023000,1,1310555,1310555
,BH26.1064,000331002001000,3,1799444,5398332
,BH26.1064,000331002022000,2,1799444,3598888
,BH26.1064,000331002008000,1,1799444,1799444
,BH26.1065,000224002023000,2,1555000,3110000
,BH26.1065,000224002002000,2,1555000,3110000
,BH26.1065,000230002023000,2,1799444,3598888
,BH26.1065,000401002016000,2,1530555,3061110
,BH26.1065,000232003009000,1,2233333,2233333
,BH26.1065,000232003008000,1,2233333,2233333
,BH26.1065,000232003002000,1,2233333,2233333
,BH26.1065,000225002004000,1,1616111,1616111
,BH26.1065,000216003001000,2,1530555,3061110
,BH26.1065,000217002007000,1,1469444,1469444
,BH26.1067,000225002009000,2,1616111,3232222
,BH26.1067,000224002023000,3,1555000,4665000
,BH26.1067,000224002015000,2,1555000,3110000
,BH26.1067,000331002008000,1,1799444,1799444
,BH26.1067,000401002016000,5,1530555,7652775
,BH26.1067,000333002022002,3,2294444,6883332
,BH26.1067,000333002008000,3,2294444,6883332
,BH26.1067,000226003023000,1,1683333,1683333
,BH26.1067,000331002008000,5,1799444,8997220
,BH26.1067,000401002016000,2,1530555,3061110
,BH26.1067,000215004000000,3,1591666,4774998
,BH26.1067,1000400050020000,1,2960555,2960555
,BH26.1069,000225002002000,5,1616111,8080555
,BH26.1069,000225002015000,2,1616111,3232222
,BH26.1069,000401002016000,79,1530555,120913845
,BH26.1070,000215004000000,3,2453704,7361112
,BH26.1071,000224002015000,5,1555000,7775000
,BH26.1071,000224002002000,3,1555000,4665000
,BH26.1071,000231002023000,3,2172222,6516666
,BH26.1071,000216003001000,3,1530555,4591665
,BH26.1071,000224002015000,2,1555000,3110000
,BH26.1071,000224002026000,2,1555000,3110000
,BH26.1071,000216003001000,3,1530555,4591665
,BH26.1071,000216003008000,2,1530555,3061110
,BH26.1071,000224002002000,3,1555000,4665000
,BH26.1071,000224002002000,3,1555000,4665000
,BH26.1071,000224002004000,3,1555000,4665000
,BH26.1071,000224002009000,3,1555000,4665000
,BH26.1071,000224002015000,3,1555000,4665000
,BH26.1071,000224002024000,3,1555000,4665000
,BH26.1071,000224002026000,3,1555000,4665000
,BH26.1071,000225002004000,3,1616111,4848333
,BH26.1071,000225002009000,2,1616111,3232222
,BH26.1071,000225002024000,3,1616111,4848333
,BH26.1071,000225002025000,1,1616111,1616111
,BH26.1071,000336002001000,3,1377777,4133331
,BH26.1071,000225002023000,2,1616111,3232222
,BH26.1071,000224002023000,3,1555000,4665000
,BH26.1072,000224002002000,4,1555000,6220000
,BH26.1072,000224002026000,2,1555000,3110000
,BH26.1072,000224002009000,2,1555000,3110000
,BH26.1072,000224002026000,1,1555000,1555000
,BH26.1072,000224002009000,1,1555000,1555000
,BH26.1073,000131002001002,7,1169907,8189349
,BH26.1073,000131002008001,6,1169907,7019442
,BH26.1073,000131002019002,5,1169907,5849535
,BH26.1073,000224002015000,3,1555000,4665000
,BH26.1073,000224002024000,2,1555000,3110000
,BH26.1073,000401002016000,5,1530555,7652775
,BH26.1073,000224002015000,5,1555000,7775000
,BH26.1073,1000240020220000,1,943888,943888
,BH26.1073,1000240020090000,1,943888,943888
,BH26.1073,000103002009000,1,1262037,1262037
,BH26.1073,000103002023000,1,1262037,1262037
,BH26.1074,000232003002000,2,2233333,4466666
,BH26.1074,000232003008000,3,2233333,6699999
,BH26.1074,000224002009000,2,1555000,3110000
,BH26.1074,000224002015000,2,1555000,3110000
,BH26.1074,000224002026000,1,1555000,1555000
,BH26.1074,1000270020220000,1,943888,943888
,BH26.1074,1000270020150000,2,943888,1887776
,BH26.1074,1000240020090000,1,943888,943888
,BH26.1074,1000240020220000,1,943888,943888
,BH26.1074,000333002008000,1,2294444,2294444
,BH26.1075,1000270020150000,3,943888,2831664
,BH26.1075,1000270020220000,2,943888,1887776
,BH26.1075,1000240020090000,5,943888,4719440
,BH26.1075,000217002003000,1,1469444,1469444
,BH26.1075,000217002007000,1,1469444,1469444
,BH26.1075,000225002004000,2,1616111,3232222
,BH26.1075,100029005010000,3,2960555,8881665
,BH26.1076,1000270020150000,1,943888,943888
,BH26.1076,1000270020220000,1,943888,943888
,BH26.1076,1000240020090000,1,943888,943888
,BH26.1076,000103002025000,1,1262037,1262037
,BH26.1076,000103002009000,1,1262037,1262037
,BH26.1076,000217002003000,1,1469444,1469444
,BH26.1076,000224002024000,1,1555000,1555000
,BH26.1076,000131002008001,1,1169907,1169907
,BH26.1076,000131002019002,1,1169907,1169907
,BH26.1077,000230002014000,4,1799444,7197776
,BH26.1077,000132002001001,3,1310555,3931665
,BH26.1077,000132002022001,4,1310555,5242220
,BH26.1077,000131002001002,4,1169907,4679628
,BH26.1077,000131002004005,3,1169907,3509721
,BH26.1077,000131002008001,3,1169907,3509721
,BH26.1077,000224002002000,5,1555000,7775000
,BH26.1077,1000240020090000,10,943888,9438880
,BH26.1077,1000270020220000,10,943888,9438880
,BH26.1077,000230002002000,4,1799444,7197776
,BH26.1077,000230002023000,4,1799444,7197776
,BH26.1077,000230002013000,1,1799444,1799444
,BH26.1077,000230002014000,2,1799444,3598888
,BH26.1077,000132002001001,2,1310555,2621110
,BH26.1077,000132002022001,1,1310555,1310555
,BH26.1077,000131002001002,2,1169907,2339814
,BH26.1077,000131002004005,1,1169907,1169907
,BH26.1077,000131002008001,1,1169907,1169907
,BH26.1078,000224002009000,1,1555000,1555000
,BH26.1078,000224002015000,1,1555000,1555000
,BH26.1078,000224002026000,1,1555000,1555000
,BH26.1078,100029005010000,1,2960555,2960555
,BH26.1078,1000400050010000,1,2960555,2960555
,BH26.1078,000230002014000,2,1799444,3598888
,BH26.1078,000230002013000,1,1799444,1799444
,BH26.1078,000230002002000,2,1799444,3598888
,BH26.1078,000224002026000,1,1555000,1555000
,BH26.1078,000224002002000,1,1555000,1555000
,BH26.1078,000132002022001,2,1310555,2621110
,BH26.1078,100029005080000,1,2960555,2960555
,BH26.1078,100029005010000,1,2960555,2960555
,BH26.1079,000230002023000,15,1799444,26991660
,BH26.1079,000225002009000,2,1616111,3232222
,BH26.1081,000224002009000,2,1555000,3110000
,BH26.1081,000225002024000,2,1616111,3232222
,BH26.1081,000230002013000,2,1799444,3598888
,BH26.1081,000230002023000,5,1799444,8997220
,BH26.1081,000230002013000,2,1799444,3598888
,BH26.1081,000217003005000,1,1591666,1591666
,BH26.1081,000209002007000,3,1469444,4408332
,BH26.1081,000224002009000,3,1555000,4665000
,BH26.1081,000224002024000,2,1555000,3110000
,BH26.1081,000225002009000,1,1616111,1616111
,BH26.1081,000230002013000,1,1799444,1799444
,BH26.1082,000225002023000,5,1616111,8080555
,BH26.1082,000225002002000,5,1616111,8080555
,BH26.1082,1000400050010000,1,2960555,2960555
,BH26.1082,000230002023000,4,1799444,7197776
,BH26.1082,000225002024000,1,1616111,1616111
,BH26.1082,000230002002000,1,1799444,1799444
,BH26.1082,000230002023000,1,1799444,1799444
,BH26.1082,000131002001002,1,1169907,1169907
,BH26.1082,000224002026000,3,1555000,4665000
,BH26.1082,000224002024000,3,1555000,4665000
,BH26.1082,000224002015000,3,1555000,4665000
,BH26.1082,000224002009000,2,1555000,3110000
,BH26.1082,000224002002000,3,1555000,4665000
,BH26.1082,000225002024000,3,1616111,4848333
,BH26.1082,000209002007000,3,1469444,4408332
,BH26.1082,000217002003000,1,1469444,1469444
,BH26.1082,000217002007000,1,1469444,1469444
,BH26.1084,000225002002000,2,1616111,3232222
,BH26.1084,000230002023000,3,1799444,5398332
,BH26.1084,000230002014000,2,1799444,3598888
,BH26.1084,000230002009000,2,1799444,3598888
,BH26.1084,000131002001002,2,1169907,2339814
,BH26.1084,000131002019002,2,1169907,2339814
,BH26.1085,000225002023000,2,1616111,3232222
,BH26.1085,000217003005000,2,1591666,3183332
,BH26.1085,000230002002000,3,1799444,5398332
,BH26.1085,000217003005000,3,1591666,4774998
,BH26.1087,000226003002000,2,1996296,3992592
,BH26.1087,000226003023000,2,1996296,3992592
,BH26.1087,000226003014000,2,1996296,3992592
,BH26.1088,000226003002000,1,1996296,1996296
,BH26.1088,000226003023000,2,1996296,3992592
,BH26.1088,000226003014000,2,1996296,3992592
,BH26.1088,000226003015000,3,1996296,5988888
,BH26.1088,000230002014000,2,2131759,4263518
,BH26.1088,000230002023000,2,2131759,4263518
,BH26.1088,000230002009000,1,2131759,2131759
,BH26.1088,000230002013000,2,2131759,4263518
,BH26.1089,000230002002000,1,2131759,2131759
,BH26.1091,000225002024000,2,1616111,3232222
,BH26.1091,000215004000000,2,1591666,3183332
,BH26.1091,000216002001000,1,1408333,1408333
,BH26.1091,1000270020220000,2,943888,1887776
,BH26.1091,1000270020150000,1,943888,943888
,BH26.1091,000106002013000,2,1262037,2524074
,BH26.1091,000106002001000,1,1262037,1262037
,BH26.1091,000105002013000,1,1132407,1132407
,BH26.1091,000231002002000,2,2172222,4344444
,BH26.1091,000231002023000,2,2172222,4344444
,BH26.1091,000333002008000,1,2294444,2294444
,BH26.1091,100029005080000,2,2960555,5921110
,BH26.1091,000224002002000,2,1555000,3110000
,BH26.1091,000230002023000,10,1799444,17994440
,BH26.1091,000230002013000,1,1799444,1799444
,BH26.1091,000230002002000,2,1799444,3598888
,BH26.1091,000232003008000,2,2233333,4466666
,BH26.1092,000131002001002,3,1169907,3509721
,BH26.1092,000131002004005,2,1169907,2339814
,BH26.1092,000131002008001,3,1169907,3509721
,BH26.1092,000217003005000,2,1591666,3183332
,BH26.1092,000219002023000,2,1744444,3488888
,BH26.1092,1000240020090000,3,943888,2831664
,BH26.1092,000216003008000,1,1530555,1530555
,BH26.1092,000401002016000,5,1530555,7652775
,BH26.1092,000209002007000,1,1469444,1469444
,BH26.1092,000208002007000,1,1408333,1408333
,BH26.1092,000131002001002,2,1169907,2339814
,BH26.1092,000131002004005,2,1169907,2339814
,BH26.1092,000131002008001,2,1169907,2339814
,BH26.1092,000131002019002,2,1169907,2339814
,BH26.1093,000132002003001,1,1310555,1310555
,BH26.1093,000132002022001,2,1310555,2621110
,BH26.1093,000132002001001,2,1310555,2621110
,BH26.1093,000131002019002,1,1169907,1169907
,BH26.1093,000131002004005,1,1169907,1169907
,BH26.1093,000131002001002,2,1169907,2339814
,BH26.1093,000131002008001,2,1169907,2339814
,BH26.1093,000219002023000,8,1744444,13955552
,BH26.1093,000232003002000,1,2233333,2233333
,BH26.1093,000232003008000,1,2233333,2233333
,BH26.1093,000230002013000,1,1799444,1799444
,BH26.1093,000230002009000,4,1799444,7197776
,BH26.1093,000230002014000,2,1799444,3598888
,BH26.1093,000230002023000,5,1799444,8997220
,BH26.1093,000230002002000,5,1799444,8997220
,BH26.1093,000231002023000,1,2172222,2172222
,BH26.1093,000224002026000,1,1555000,1555000
,BH26.1093,000224002002000,5,1555000,7775000
,BH26.1093,100029005080000,2,2960555,5921110
,BH26.1093,1000270020220000,3,943888,2831664
,BH26.1095,000102002023000,1,470000,470000
,BH26.1095,000106002004000,1,500000,500000
,BH26.1095,000106002013000,1,500000,500000
,BH26.1095,000122002019000,1,1050000,1050000
,BH26.1095,000122002022000,4,1050000,4200000
,BH26.1095,000122002024000,4,1050000,4200000
,BH26.1095,000125002013000,1,1050000,1050000
,BH26.1095,000125002023000,12,1050000,12600000
,BH26.1095,000131002008001,8,1150000,9200000
,BH26.1095,000215004000000,3,1300000,3900000
,BH26.1095,000216003001000,10,1180000,11800000
,BH26.1095,000216003005000,2,1180000,2360000
,BH26.1095,000216003008000,9,1180000,10620000
,BH26.1095,000217003001000,3,1250000,3750000
,BH26.1095,000217003008000,3,1250000,3750000
,BH26.1095,000224002002000,8,1130000,9040000
,BH26.1095,000224002004000,1,1130000,1130000
,BH26.1095,000224002009000,2,1130000,2260000
,BH26.1095,000224002015000,3,1130000,3390000
,BH26.1095,000224002023000,9,1130000,10170000
,BH26.1095,000224002024000,7,1130000,7910000
,BH26.1095,000224002026000,4,1130000,4520000
,BH26.1095,000225002004000,1,1200000,1200000
,BH26.1095,000226003002000,2,1200000,2400000
,BH26.1095,000226003014000,2,1200000,2400000
,BH26.1095,000226003023000,3,1200000,3600000
,BH26.1095,000230002002000,2,1280000,2560000
,BH26.1095,000230002009000,1,1280000,1280000
,BH26.1095,000230002013000,4,1280000,5120000
,BH26.1095,000230002014000,3,1280000,3840000
,BH26.1095,000333002022002,3,1500000,4500000
,BH26.1095,000335002001000,1,1350000,1350000
,BH26.1095,000335002004000,2,1350000,2700000
,BH26.1095,000335002013000,1,1350000,1350000
,BH26.1095,1000250020050000,2,500000,1000000
,BH26.1095,1000270020220000,1,500000,500000
,BH26.1095,100029005010000,1,1600000,1600000
,BH26.1095,100029005080000,1,1600000,1600000
,BH26.1095,100029005090000,1,1600000,1600000
,BH26.1095,1000320050010000,2,2150000,4300000
,BH26.1095,1000320050020000,2,2150000,4300000
,BH26.1095,1000320050200000,1,2150000,2150000
,BH26.1095,1000400050010000,2,2150000,4300000
,BH26.1095,1000400050080010,1,2150000,2150000
,BH26.1095,1000400050200000,1,2150000,2150000
,BH26.1095,1010030010130000,1,2850000,2850000
,BH26.1095,1010130010220000,1,4275000,4275000
,BH26.1095,1030010000080000,5,500000,2500000
,BH26.1096,000225002023000,10,1616111,16161110
,BH26.1096,000225002002000,10,1616111,16161110
,BH26.1096,000230002002000,1,1799444,1799444
,BH26.1096,000224002002000,3,1555000,4665000
,BH26.1096,000230002009000,10,1799444,17994440
,BH26.1096,000230002013000,10,1799444,17994440
,BH26.1096,000230002023000,5,1799444,8997220
,BH26.1096,000230002002000,4,1799444,7197776
,BH26.1096,000217002007000,1,1469444,1469444
,BH26.1097,1000270020220000,2,943888,1887776
,BH26.1097,000122002019000,2,1310555,2621110
,BH26.1097,000122002009001,2,1310555,2621110
,BH26.1097,000225002024000,2,1616111,3232222
,BH26.1097,1000270020220000,2,943888,1887776
,BH26.1097,000230002009000,2,1799444,3598888
,BH26.1097,000207004000000,1,1530555,1530555
,BH26.1097,000217003005000,2,1591666,3183332
,BH26.1097,000131002019002,5,1169907,5849535
,BH26.1097,000131002001002,1,1169907,1169907
,BH26.1097,000230002009000,1,1799444,1799444
,BH26.1097,000230002023000,2,1799444,3598888
,BH26.1097,000230002013000,1,1799444,1799444
,BH26.1098,000224002023000,6,1555000,9330000
,BH26.1098,000216003001000,2,1530555,3061110
,BH26.1098,000216003008000,2,1530555,3061110
,BH26.1098,000224002002000,5,1555000,7775000
,BH26.1098,000226003023000,6,1683333,10099998
,BH26.1098,000226003015000,5,1683333,8416665
,BH26.1099,000226003014000,1,1683333,1683333
,BH26.1100,000102002023000,2,1132407,2264814
,BH26.1100,000102002009000,3,1132407,3397221
,BH26.1100,1000210020090000,5,882777,4413885
,BH26.1100,000105002004000,5,1132407,5662035
,BH26.1101,1000210020090000,3,882777,2648331
,BH26.1101,000102002009000,3,1132407,3397221
,BH26.1101,000105002013000,3,1132407,3397221
,BH26.1101,000230002023000,3,1799444,5398332
,BH26.1101,000230002013000,2,1799444,3598888
,BH26.1101,000104002009000,3,1236111,3708333
,BH26.1101,000226003023000,1,1683333,1683333
,BH26.1101,000226003015000,1,1683333,1683333
,BH26.1101,000335002013000,1,2105000,2105000
,BH26.1101,000334002001000,5,1652777,8263885
,BH26.1101,000336002001000,2,1377777,2755554
,BH26.1102,000230002013000,2,1799444,3598888
,BH26.1102,000230002009000,1,1799444,1799444
,BH26.1102,1000400050010000,3,2960555,8881665
,BH26.1102,1000400050080010,2,2960555,5921110
,BH26.1102,1000400050020000,1,2960555,2960555
,BH26.1102,000230002013000,1,1799444,1799444
,BH26.1102,000230002023000,2,1799444,3598888
,BH26.1102,000230002009000,1,1799444,1799444
,BH26.1102,000225002004000,2,1616111,3232222
,BH26.1103,1000400050010000,2,2960555,5921110
,BH26.1103,1000400050010000,8,2960555,23684440
,BH26.1103,1000400050020000,5,2960555,14802775
,BH26.1103,1000400050080010,5,2960555,14802775
,BH26.1103,1000320050200000,2,2960555,5921110
,BH26.1103,1000320050020000,5,2960555,14802775
,BH26.1103,100029005010000,5,2960555,14802775
,BH26.1103,100029005080000,3,2960555,8881665
,BH26.1103,100029005220000,2,2960555,5921110
,BH26.1103,000230002023000,5,1799444,8997220
,BH26.1103,000217002007000,1,1469444,1469444
,BH26.1103,000217002003000,1,1469444,1469444
,BH26.1104,000230002009000,3,1799444,5398332
,BH26.1104,000230002013000,3,1799444,5398332
,BH26.1104,000230002023000,2,1799444,3598888
,BH26.1104,000224002009000,3,1555000,4665000
,BH26.1104,000230002014000,2,1799444,3598888
,BH26.1104,000131002004005,1,1169907,1169907
,BH26.1104,000131002019002,1,1169907,1169907
,BH26.1104,000131002008001,3,1169907,3509721
,BH26.1104,000131002001002,4,1169907,4679628
,BH26.1104,000333002008000,1,2294444,2294444
,BH26.1105,000131002019002,1,1169907,1169907
,BH26.1105,000131002008001,4,1169907,4679628
,BH26.1105,000131002001002,2,1169907,2339814
,BH26.1105,000224002023000,2,1555000,3110000
,BH26.1105,000125002009000,5,1310555,6552775
,BH26.1105,000125002013000,4,1310555,5242220
,BH26.1105,000125002023000,2,1310555,2621110
,BH26.1105,1000400050010000,1,2960555,2960555
,BH26.1105,000226003023000,1,1683333,1683333
,BH26.1107,000230002009000,3,1799444,5398332
,BH26.1107,000230002013000,3,1799444,5398332
,BH26.1107,000224002015000,2,1555000,3110000
,BH26.1107,000230002009000,4,1799444,7197776
,BH26.1107,000230002013000,2,1799444,3598888
,BH26.1107,000230002014000,3,1799444,5398332
,BH26.1107,000230002023000,8,1799444,14395552
,BH26.1107,000230002002000,6,1799444,10796664
,BH26.1107,000226003015000,2,1683333,3366666
,BH26.1107,000215004000000,3,1591666,4774998
,BH26.1107,000218002007000,4,1530555,6122220
,BH26.1107,000218002003000,2,1530555,3061110
,BH26.1107,000218002001000,3,1530555,4591665
,BH26.1108,000225002024000,3,1616111,4848333
,BH26.1108,000131002019002,3,1169907,3509721
,BH26.1108,000131002001002,5,1169907,5849535
,BH26.1108,000131002008001,5,1169907,5849535
,BH26.1108,000225002023000,3,1616111,4848333
,BH26.1108,000225002002000,5,1616111,8080555
,BH26.1108,000224002009000,5,1555000,7775000
,BH26.1108,000230002023000,5,1799444,8997220
,BH26.1108,000230002009000,5,1799444,8997220
,BH26.1108,000230002023000,5,1799444,8997220
,BH26.1108,000230002009000,5,1799444,8997220
,BH26.1108,000230002013000,5,1799444,8997220
,BH26.1108,000209002007000,5,1469444,7347220
,BH26.1109,000225002023000,1,1616111,1616111
,BH26.1109,000231002023000,1,2172222,2172222
,BH26.1109,000230002013000,2,1799444,3598888
,BH26.1109,000230002014000,2,1799444,3598888
,BH26.1109,000225002024000,1,1616111,1616111
,BH26.1109,1000240020090000,2,943888,1887776
,BH26.1109,1000240020220000,2,943888,1887776
,BH26.1109,1000270020220000,2,943888,1887776
,BH26.1109,1000270020150000,3,943888,2831664
,BH26.1109,000132002001001,2,1310555,2621110
,BH26.1109,000132002022001,2,1310555,2621110
,BH26.1109,1000400050020000,3,2960555,8881665
,BH26.1109,1000400050080010,3,2960555,8881665
,BH26.1109,1000400050010000,3,2960555,8881665
,BH26.1109,1000320050020000,2,2960555,5921110
,BH26.1109,100029005080000,3,2960555,8881665
,BH26.1109,100029005010000,3,2960555,8881665
,BH26.1109,000225002023000,2,1616111,3232222
,BH26.1109,000225002002000,1,1616111,1616111
,BH26.1109,000225002024000,1,1616111,1616111
,BH26.1109,000230002023000,5,1799444,8997220
,BH26.1109,000230002014000,2,1799444,3598888
,BH26.1109,000230002013000,3,1799444,5398332
,BH26.1109,1000210020090000,2,882777,1765554
,BH26.1109,1000220020090000,3,943888,2831664
,BH26.1110,000216002001000,5,1408333,7041665
,BH26.1110,000225002023000,1,1616111,1616111
,BH26.1110,1000400050010000,4,2960555,11842220
,BH26.1110,000225002023000,4,1616111,6464444
,BH26.1110,000131002001002,5,1169907,5849535
,BH26.1110,000131002004005,4,1169907,4679628
,BH26.1110,000131002008001,5,1169907,5849535
,BH26.1110,000131002019002,5,1169907,5849535
,BH26.1110,000217002003000,3,1469444,4408332
,BH26.1110,000335002013000,3,2105000,6315000
,BH26.1112,000225002023000,1,1616111,1616111
,BH26.1112,1000240020090000,5,943888,4719440
,BH26.1112,000413002001000,2,2716111,5432222
,BH26.1112,000413002022000,2,2716111,5432222
,BH26.1112,000224002026000,3,1555000,4665000
,BH26.1112,000217002007000,2,1469444,2938888
,BH26.1112,000225002002000,5,1616111,8080555
,BH26.1112,1000270020150000,5,943888,4719440
,BH26.1112,000225002023000,4,1616111,6464444
,BH26.1113,000225002023000,4,1616111,6464444
,BH26.1113,000225002002000,3,1616111,4848333
,BH26.1113,000230002013000,2,1799444,3598888
,BH26.1113,000230002014000,2,1799444,3598888
,BH26.1113,000230002023000,5,1799444,8997220
,BH26.1113,000218002001000,1,1530555,1530555
,BH26.1113,000232003008000,2,2233333,4466666
,BH26.1114,000230002009000,5,1799444,8997220
,BH26.1114,000230002002000,2,1799444,3598888
,BH26.1114,000230002023000,2,1799444,3598888
,BH26.1114,000230002014000,2,1799444,3598888
,BH26.1114,000230002013000,2,1799444,3598888
,BH26.1114,000131002001002,2,1169907,2339814
,BH26.1114,000131002019002,2,1169907,2339814
,BH26.1114,000131002004005,1,1169907,1169907
,BH26.1114,1000240020090000,2,943888,1887776
,BH26.1114,1000270020150000,1,943888,943888
,BH26.1114,1000270020220000,1,943888,943888
,BH26.1114,000225002023000,4,1616111,6464444
,BH26.1114,000225002002000,2,1616111,3232222
,BH26.1114,000224002026000,2,1555000,3110000
,BH26.1114,000413002001000,2,2716111,5432222
,BH26.1115,000225002023000,2,1616111,3232222
,BH26.1115,000226003015000,1,1683333,1683333
,BH26.1115,000230002009000,2,1799444,3598888
,BH26.1115,000131002008001,2,1169907,2339814
,BH26.1115,000225002002000,1,1616111,1616111
,BH26.1115,000225002002000,1,1616111,1616111
,BH26.1115,000225002023000,2,1616111,3232222
,BH26.1115,000231002023000,2,2172222,4344444
,BH26.1115,000230002013000,3,1799444,5398332
,BH26.1115,000230002009000,2,1799444,3598888
,BH26.1119,1000270020150000,1,943888,943888
,BH26.1119,1000270020220000,2,943888,1887776
,BH26.1119,1000250020220000,2,943888,1887776
,BH26.1119,1000240020090000,2,943888,1887776
,BH26.1119,000217002003000,1,1469444,1469444
,BH26.1119,000217002007000,1,1469444,1469444
,BH26.1119,000224002009000,2,1555000,3110000
,BH26.1119,000224002026000,2,1555000,3110000
,BH26.1119,000225002023000,2,1616111,3232222
,BH26.1120,000225002002000,2,1616111,3232222
,BH26.1120,000224002026000,2,1555000,3110000
,BH26.1120,000219002023000,2,1744444,3488888
,BH26.1120,000230002023000,2,1799444,3598888
,BH26.1120,000230002009000,2,1799444,3598888
,BH26.1120,000230002013000,2,1799444,3598888
,BH26.1120,000217003005000,1,1591666,1591666
,BH26.1120,000215004000000,4,1591666,6366664
,BH26.1120,000335002013000,1,2105000,2105000
,BH26.1120,1000400050080000,2,2960555,5921110
,BH26.1120,1000400050090000,2,2960555,5921110
,BH26.1120,1000400050010000,4,2960555,11842220
,BH26.1120,1000400050080010,2,2960555,5921110
,BH26.1120,1000400050020000,1,2960555,2960555
,BH26.1120,1000320050200000,1,2960555,2960555
,BH26.1121,100029005010000,5,2960555,14802775
,BH26.1121,100029005080000,3,2960555,8881665
,BH26.1121,100029005090000,1,2960555,2960555
,BH26.1121,1000400050010000,5,2960555,14802775
,BH26.1121,1000400050080010,5,2960555,14802775
,BH26.1121,000232003009000,2,2233333,4466666
,BH26.1121,000224002026000,5,1555000,7775000
,BH26.1121,000225002023000,3,1616111,4848333
